# salmonsen/2/19/Articles.lst
#
index|Titel og indhold|0003 0005
|Polygonspil|0392-0393
|Polygontal|0393
|Polygonum|0393
|Polygordius|0393-0394
|Polygraf|0394
|Polygynia|0394
|Polyhalit|0394
|Polyhistor|0394
|Polyhymnia|0394
|Polyhæmi|0394
|Polykarp|0394
|polykarpisk|0394
|polykefalisk|0394
|Polykiselsyre|0394
|Polykladi|0394
|Polykleitos|0394-0395
|Polykleitos den yngre|0395
|Polykras|0395
|Polykrates|0395-0396
|Polykrates|0396
|Polykrati|0396
|Polykrikos|0396
|Polykrom (d. s. s. Pyromorfit)|0396
|polykrom (egl. mangefarvet)|0396
|Polykromater|0396
|Polykromi|0396-0397
|Polykromografi|0397
|Polykromsyre|0397
|Polylitionit|0397
|Polymasti|0397
|Polymastos|0397
|Polymati|0397
|Polymele|0397
|Polymeri|0397
|Polymerisation|0397
|Polymerisme|0397
|Polymestor|0397
|Polymeter, Lambrecht's|0397
|Polymignit|0397
|polymikt|0397
|Polymnia ell. Polyhymnia|0397
|Polymorfi|0397-0398
|Polymorfisme|0398
|Polyneikes|0398
|Polynemidæ|0398
|Polynesien|0398
|Polynesiere|0398-0399
|polynesiske Sprog|0399
|Polyneuritis|0399
|Polynomium|0399
|Polyodon|0399
|Polyp|0399
|Polypdyr|0399-0400
|Polyplectron|0400
|Polypodiaceæ|0400
|Polypodium|0400
|Polyporaceæ, Polyporus|0400
|Polyprion|0400
|Polypterus|0400
|Polyptychon|0400
|Polysaccharider|0400
|Polysiphonia|0400
|Polysperchon|0400
|Polystichum|0400-0401
|Polystigma|0401
|Polystomum|0401
|Polystylon|0401
|Polysulfureter|0401
|Polysyllabum|0401
|Polysyndeton|0401
|polysyntetiske Krystaller|0401
|polysyntetiske Sprog|0401
|Polyteisme|0401
|Polyteknikum|0401
|Polyteknisk Læreanstalt i Kjøbenhavn|0401-0403
|Polyteli|0403
|Polythalamia|0403
|Polythionsyrer|0403
|Polytomi|0403
|Polytrichaceæ|0403
|Polytrichum|0403
|Polytyper|0403
|Polyuri|0403
|Polyxen|0403
|Polyxene|0403
|Polyzonallinse|0403
|Polzin|0403
|Pomacentridæ|0403
|Pomaceæ|0403
|Pomade|0403
|Pomarance|0403-0404
|Pomard|0404
|Pomare|0404
|Pombal|0404
|Pombal, Sebastião José de Carvalho e Mello, Greve af Oeyras, Marki af|0404-0405
|Pomegliano d'Arco|0405
|Pomègue|0405
|Pomeransblomstolie|0405
|Pomeransblomstvand|0405
|Pomeranser|0405
|Pomeransessens|0405
|Pomeransfugl|0405
|Pomeransolie|0405
|Pomeransskaller|0405
|Pomeransskalolie|0405
|Pomeranstræ|0405
|Pomeranus|0405
|Pomerium|0405
|Pomeroy|0405
|Pommard|0405
|Pommer|0405
|Pommerellen|0405
|Pommern|0405-0407
|Pommersches Haff|0407
|pommersk Fyr|0407
|Pommier, Victor Louis Amédée|0407
|Pomo|0407
|Pomologi|0407
|Pomona (romersk Guddom)|0407
|Pomona (Ø)|0407-0408
|Pomona (By i U. S. A.)|0408
|Pomoraner|0408
|Pomorze|0408
|Pomp|0408
|Pompadour, Jeanne Antoinette Poisson Markise af|0408-0409
|Pompadour|0409
|Pompadour-Rødt|0409
|Pompeji|0409-0415
|Pompejus|0415-0416
|Pompejus-Søjlen|0416
|Pompejus Trogus|0416
|Pompelmustræ|0416
|Pompignan, Jean Jacques Le Franc, Marquis de|0416
|Pompilius|0416
|Pompon|0416
|Pomponazzi, Pietro|0416-0417
|Pomponius|0417
|pomposo|0417
|pompøs|0417
|Ponape|0417
|Ponce|0417
|Ponce, Pedro de|0417
|Ponceau|0417
|Ponce de Leon, Juan|0417
|Poncelet, Jean Victor|0417-0418
|Poncelethjul|0418
|poncere|0418
|Poncet, Brødrene Ambroise og Jules|0418
|Poncette|0418
|Ponchielli, Amilcare|0418
|Poncy, Louis Charles|0418
|Pond|0418
|Pond, John|0418
|Ponderabilier|0418
|Ponderation|0418
|Pondichéry|0418
|Pondoland|0418
|Ponevjesh|0418
|Ponferrada|0418
|Poniatowski|0418-0419
|Pons|0419
|Pons, Jean Louis|0419
|Ponsard, François|0419
|Ponscarme, François Joseph Hubert|0419
|Ponsonby, G.|0419
|Ponson du Terrail, Pierre Alexis Ponson, vicomte de|0419-0420
|Pons Varoli|0420
|Pont Aberglaslyn|0420
|Pontacq|0420
|Ponta da Lenha|0420
|Ponta Delgada|0420
|Pontalis|0420
|Pont à Mousson|0420
|Pontano, Gioviano|0420
|Pontanus, Johannes Isaksen|0420
|Pontarlier|0420
|Pontassieve|0420
|Pont Audemer|0420-0421
|Pont Canavese|0421
|Pontchartrain|0421
|Pont de Beauvoisin|0421
|Pont de Vaux|0421
|Pont du Château|0421
|Ponte|0421
|Ponte, Jacopo (Giacomo) da|0421
|Pontecorvo|0421
|Pontécoulant, Philippe Gustave Doulcet de|0421
|Pontedera|0421
|Pontederia|0421
|Pontederiaceæ|0421
|Ponte do Lima|0421
|Pontefract|0422
|Ponte Molle|0422
|Pontevedra|0422
|Ponthieu|0422
|Pontia|0422
|Pontiac (Byer i U. S. A.)|0422
|Pontiac (Indianerhøvding)|0422
|Pontianak|0422
|Pontianus|0422
|Ponticello|0422
|pontifex|0422
|Pontificale|0422
|pontifices|0422-0423
|Pontifikalmesse|0423
|Pontifikat|0423
|Pontinske Sumpe|0423
|Pontinske Øer|0423
|Pontinske Bjerge|0423
|pontiske Lag|0423
|Pontius, Gajus|0423
|Pontius, Paul du Pont|0423
|Pontius Pilatus|0423
|Pontius Telesinus|0423
|Pontivy|0423-0424
|Pont l' Abbé|0424
|Pont l'Évêque|0424
|Pontmartin, Armand Auguste Joseph Marie Ferrard|0424
|Pont Neuf|0424
|Ponto|0424
|Pontobdella|0424
|Pontoise|0424
|Ponton|0424
|Ponton, Mungo|0424
|Pontonbro|0424
|Pontonner|0424
|Pontonport|0424
|Pontoppidan|0424-0425
|Pontoppidan, Clara|0425
|Pontoppidan, Erik|0425-0426
|Pontoppidan, Erik Jansen|0426
|Pontoppidan, Henrik|0426
|Pontoppidan, Henrik|0426-0427
|Pontoppidan, Knud Børge|0427-0428
|Pontoppidan, Morten Oxenbøll|0428
|Pontormo, Iacopo da|0428
|Pontorson|0428
|Pontos|0428
|Pontos|0428-0429
|Pontosphæza|0429
|Pontremoli|0429
|Pontresina|0429
|Pont Sainte-Maxence|0429
|Pont Saint-Esprit|0429
|Ponts de Cé, Les|0429
|Pont sur Seine|0429
|Pontus Euxinus|0429
|Pontypool|0429
|Pontypridd|0429
|Pony|0429
|Ponza-Øer|0429
|Ponziani, Domenico Lorenzo|0429
|Pool|0429-0430
|Poole|0430
|Poole, Paul Falconer|0430
|Poole, Reginald Lane|0430
|Poona|0430
|Poopó|0430
|Poorter, Willem de|0430
|Poot, Hubert Cornelisz|0430
|Popayan|0430
|Popcorn|0430
|Pope|0430
|Pope, Alexander|0430-0431
|Popelin Ducarre, Clodius Marcel|0431
|Popelins|0431
|Poperinghe|0431
|Popincourt|0431
|Poplar|0431
|Poples|0431
|Popocatepetl|0431
|Popoli|0431
|Popol Vuh|0431-0432
|Popovka|0432
|Poppe, Rosa|0432
|Poppel|0432
|Poppelsdorf|0432
|Poppelsværmer|0432
|Popper, David|0432
|Poppi|0432
|Poppo|0432
|Poppæa Sabina|0432
|populares|0432
|Popularitet|0432
|Popularklage|0432
|Population|0432
|Populin eller Benzoylsalicin|0432
|populus (Folk)|0432
|Populus (se Asp)|0432
|populær|0432
|Poquelin|0432
|Porbandar|0432
|Porcellanidæ|0432
|Porcellis, Jan|0432-0433
|Porcelæn|0433-0437
|Porcelænsblomst|0437
|Porcelænsfabrik, den kongelige|0437
|Porcelænsjord|0437
|Porcelænssnegle|0437-0438
|Porcelænstaarn|0438
|Porché, François|0438
|Porchester Castle|0438
|Porchov|0438
|Porcia|0438
|Porcius|0438
|Porcus|0438
|Pordenone|0438
|Pordenone, Giovanni Antonio de' Sacchi da|0438-0439
|Pore, Porekanal|0439
|Porekapsel|0439
|Poremetal|0439
|Porencefali|0439
|Porer|0439
|Poresvampe|0439-0441
|Poretschje|0441
|Porfyr|0441
|Porfyrinuri|0442
|Porfyrio, Pomponius|0442
|Porfyrion|0442
|Porfyrios|0442
|porfyrisk, porfyritisk|0442
|Porfyrit|0442
|Porfyrit|0442
|Porfyrius, Publilius Optatianus|0442
|Porfyrogennetos|0442
|Porfyroid|0442
|Porfyrtuf|0442
|Porifera|0442
|Porismer|0442
|Porla Brunn|0442
|Porneia|0442
|Pornic|0442
|Pornografi|0443
|Pornokrati|0443
|porodin|0443
|Porogami|0443
|Pororoca|0443
|Poros (Ø)|0443
|Poros (indisk Fyrste)|0443
|Porpezit|0443
|Porphyra|0443
|Porphyrio|0443
|Porpita|0443
|Porpora, Nicola Antonio|0443
|Porquerolles|0443
|Porre-Løg|0443
|Porrentruy|0443
|Porretanus|0443
|Porretta|0443
|Porridge|0443
|Porro di Somenzi, Francesco|0443
|Porroske Operation|0443
|Pors|0443-0444
|Porsangerfjord|0444
|Porse, Knud|0444
|Porse, Peder|0444
|Porsena|0444
|Porsfamilien|0444
|Porsgrund|0444-0445
|Porsild, Morten Pedersen|0445
|Porson, Richard|0445
|Port|0446
|Port (Søv.)|0446
|Porta, Bartolommeo della|0446
|Porta, Giacomo della|0446
|Porta, Giuseppe|0446
|Porta, Guglielmo della|0446
|Portaare|0446
|Portaarebetændelse|0446
|porta decumana|0446
|portabel|0446
|Portadown|0446
|Portaels, Jean François|0446
|Portage|0446
|Portage City|0446
|Portage Lake|0447
|Portage la Prairie|0447
|Portal|0447
|Portalegre|0447
|Port Alfred|0447
|Portalis, Jean Etienne Marie|0447
|Portalis, Joseph Marie|0447-0448
|Portamento|0448
|Port Antonio|0448
|Port Arthur (By i Dominion of Canada)|0448
|Port Arthur (U. S. A.)|0448
|Port Arthur (Liushunkou)|0448-0450
|Portasten|0450
|Portatile|0450
|Portativ|0450
|Port Augusta|0450
|Port au Prince|0450
|Port Canning|0450
|Port Chalmers|0450
|Port Chester|0450
|Portcros|0450
|Port Darwin|0450
|Port de Bouc|0450
|Port de Paix|0450
|Port d'Urban|0450
|Portechaise|0450
|Porte-Dieu|0451
|Porte-épée|0451
|Portefeuille|0451
|Portefeuillevarer|0451
|Portel, Le|0451
|Port Elisabeth|0451
|Porten|0451
|Portepasjer|0451
|Porter (se Øl)|0451
|Porter, David Dixon|0451
|Porter, Jermain Gildersleeve|0451
|Port Famine|0451-0452
|Port Foulke|0452
|Port Glasgow|0452
|Port Hamilton|0452
|Porthan, Henrik Gabriel|0452
|Porthcurno|0452
|Porthesia|0452
|Port Hope|0452
|Port Hudson|0452
|Port Huron|0452
|Portici|0452
|Porticus|0452
|Portier|0452
|Portiere|0452
|Portion|0452
|Portionsfisk|0452
|Portiuncula-Aflad|0453
|Port Jackson|0453
|Port Jervis|0453
|Portland, Isle of|0453
|Portland (Navn paa flere Byer)|0453
|Portland-Cement|0453-0454
|Portland-Kalk|0454
|Portlands-Vasen|0454
|Portlaw|0454
|Port Lazarev|0454
|Port Lincoln|0454
|Port Louis (i Frankrig)|0454
|Port Louis (på Mauritius)|0454
|Portmadoc|0454
|Port Maria|0454
|Port Melbourne|0454
|Port Moresby|0454
|Port Natal|0454
|Port Nelson|0454-0455
|Port Nicholson|0455
|Porto|0455
|Porto (se Oporto)|0455
|Porto Alegre|0455
|Porto Alegre, M.|0455
|Portobello|0455
|Porto d'Anzio|0455
|Porto di Civitanova|0455
|Porto Empedocle|0455
|Porto Ercole|0455
|Porto Farina|0455
|Porto ferrajo|0455
|Portofrihed|0455-0456
|Port of Spain|0456
|Porto Grande|0456
|Portogruaro|0456
|Porto Inglêz|0456
|Porto Longone|0456
|Porto Maurizio|0456
|Porto Novo|0456
|Porto Novo|0456
|Porto Praia|0456
|Portor|0456
|Porto-Riche, Georges de|0456
|Portorico|0456
|Porto San Giorgio|0456
|Porto Santo|0456
|Porto Santo Stefano|0456
|Porto Seguro (i Brasilien)|0456
|Porto Seguro (i Togo)|0456
|Porto Torres|0456
|Porto Vecchio|0456
|Porto Venere|0457
|Port Patrick|0457
|Port Phillip|0457
|Port Pirie|0457
|Portree|0457
|Port Royal|0457
|Port Royal des Champs|0457
|Portrush|0457
|Portræt|0457-0458
|Portræt Fotogram|0458
|Portrætmaleri|0458
|Port Said|0458-0459
|Port-Sainte-Marie|0459
|Port Sandwich|0459
|Portsea|0459
|Portslade-by-Sea|0459
|Portsmouth (Engelsk By)|0459-0460
|Portsmouth (Byer i U. S. A.)|0460
|Portsmouth, Louise de Kéroualle, Hertuginde af|0460
|Port Spain|0460
|Port Sudan|0460
|Port Talbot|0460
|Port Townsend|0460
|Portugal|0461
|Portugal (Alm. Beskrivelse)|0461-0465
|Portugal (Hær og Flaade)|0465-0466
|Portugal (Sprog)|0466-0467
|Portugal (Litteratur)|0467-0471
|Portugal (Historie)|0471-0475
|Portugal, Marcos Antonio|0475
|Portugalete|0475
|Portugalolie|0475
|portugisiske Vine|0475
|Portugisisk Guinea|0476
|Portuguesa|0476
|Portulaca|0476
|Portulacaceæ|0476
|Portulakfamilien|0476
|Portumnus|0476
|Portunidæ|0476
|Portunus|0476
|portus|0476
|Port Vendres|0476
|Port Victoria|0476
|Portvin|0476-0477
|Portør|0477
|Porzana|0477
|Porøsitet|0477
|Posa, Oskar|0477
|Posada|0477
|Posada Herrera, José de|0477
|Posadas|0477
|Posadowsky-Wehner, Arthur Adolph|0477
|Posament|0477
|Poscheconie|0477
|Poschiavo, Val di|0477
|poscimur|0477
|Pose, Wilhelm|0477
|Posefolder|0477
|Poseideon|0477
|Poseidippos|0477
|Poseidon|0477-0479
|Poseidon Hippios|0479
|Poseidonia|0479
|Poseidonios|0479
|Poselyng|0479
|Poselæbe|0479-0480
|Posen|0480
|Posenot|0480
|Posen-Westpreussen|0480
|posere|0480
|Poseur|0480
|Posidonia|0480
|Posidonius|0480
|Posilipo|0480
|Position|0480
|Positionsartilleri|0480
|Positionsbatteri|0480
|Positionscirkel|0480
|Positionslys|0480
|Positionsmikrometer|0480
|Positionsskyts|0480
|Positionssystemet|0480
|Positionsvinkel|0480
|positiv (bejaende)|0480
|Positiv (se Komparation)|0480
|positiv (mat.)|0480
|Positiv (lille Stueorgel)|0480
|positiv Elektricitet|0480
|positive Straaler|0480
|positiv Forskydning af Strandlinien|0480
|Positivisme|0480-0481
|Positivister|0481
|positiv Pol|0481
|positiv Ret|0481
|posito, sed non concesso|0481
|Positur|0481
|Po-Sletten|0481
|Possagno|0481
|Possart, Ernst von|0481
|Posse (Lystspil)|0481
|Posse (sv. adelig Slægt)|0481-0482
|Posse, Johan August|0482
|Posselt, Henrik Julius|0482
|Possementarbejde, Posament, Passement|0482
|possessio|0482
|possesiv|0483
|possessorisk Klage|0483
|Possevino, Antonio|0483
|possibel|0483
|Possibilister|0483
|Possiet, Konstantin Nikolajevitsch|0483
|post (lat. bag efter)|0483
|Post (Opgave)|0483
|Post (se Ledum)|0483
|Post (se Pumpe)|0483
|Post (Søv.)|0483
|Post, Albert Hermann|0483-0484
|Post, Frans|0484
|Post, Pieter|0484
|Postaabneri|0484
|postage|0484
|postal|0484
|Postament|0484
|Postanvisning|0484
|Postassistent|0484
|Postbedrageri|0484
|Postbefordring|0484-0485
|Postbevis|0485
|Postboks|0485
|Postboksforsendelser|0485
|Postbud|0485
|post Christum|0485
|post coenam stabis seu passus mille meabis|0485
|postcommunio|0485
|postdatere|0485
|Postdentaler|0485
|postdiluviansk|0485
|post effluxum tempus|0485
|Postej|0485-0486
|Poster|0486
|postere|0486
|poste restante|0486
|Postering|0486
|Posteriora|0486
|Postetræ|0486
|post festum|0486
|Postfiks|0486
|Postfloration|0486
|Postforskud|0486
|Postfuldmagt|0486
|Postgiro|0486-0487
|postglacial|0487
|Postglossatorer ell. Kommentatorer|0487
|Posthemmelighed|0487-0488
|post hoc, ergo propter hoc|0488
|Postholder|0488
|post hominum memoriam|0488
|Posthorn|0488
|Posthornsfyr|0488
|posthum|0488
|Posthusfejden|0488
|posthypnotisk|0488-0489
|Posticum|0489
|Postil|0489
|Postillon|0489
|postillon d'amour|0489
|Postindkassering|0489
|Postkongres, international|0489
|Postkontrahent|0489
|Postkreditiver|0489-0490
|Postkvittering|0490
|Postl, Karl Anton|0490
|postliminium|0490
|Postludium|0490
|Postmester|0490
|Postmuseum|0490
|post nubila Phoebus|0490
|Posto|0490
|Post- och Inrikes tidningar|0490
|Postomdeling af Forsendelser uden Adresse|0490
|Postopkrævning|0490-0491
|Postpakke|0491
|Postpalataler|0491
|Postposition|0491
|Postregale|0491
|post Romam conditam|0491
|Postscenium|0491
|Postscriptum|0491
|Postskib|0491
|Postsparekasser|0491-0492
|Poststed|0492
|Poststyrelsen|0492
|Posttog|0492
|Post trinitatis|0492
|Posttyveri|0492
|Postulat (Paastand)|0492
|Postulat (typografisk Skik)|0492
|Postulater|0492
|postulere|0492
|Postumius|0492
|postumus|0492
|Postumus, Marcus Cassianius Latinius|0493
|post urbem conditam|0493
|Postvogn|0493
|Postvæsen|0493-0500
|Posør|0500
|Pot (ældre Hulmaal)|0500
|Pot (i Billard og Keglespil)|0500
|Potala|0500
|Potamochørus|0500
|Potamogalidæ|0500
|Potamogeton|0500
|Potamogetonaceæ|0500
|Potamotherium|0500
|Potapenko, Ignatij Nikolajevitsch|0500
|Potaro|0500
|Potaske|0500
|Potassium|0501
|pet-au-feu|0501
|Potchefstroom|0501
|Pote|0501
|Potemkin, Grigorij Alexandrovitsch|0501-0502
|Potens (mat.)|0502
|Potens|0502
|potensere|0502
|Potensrækker|0502
|Potenstallene|0502
|Potentat|0502
|Potential|0502-0503
|Potential|0503
|Potentialfunktion|0503
|Potentialis|0503
|potentiel|0503
|potentiel Energi|0503
|Potentil|0503
|Potentilla|0503-0504
|Potenza|0504
|Poterium|0504
|Poterne|0504
|potestas|0504
|Potet|0504
|Potgieter, Everhardus Johannes|0504-0505
|Pothier, Dom Joseph|0505
|Pothier, Robert Joseph|0505
|Pothinus den Hellige|0505
|Pothuau, Louis Pierre Alexis|0505
|Pothval|0505
|Poti|0505
|Potidaia|0505-0506
|Potifar|0506
|Potio|0506
|Potiorek, Oskar|0506
|potior tempore, potior jure|0506
|Potjechin, Aleksej Antipovitsch|0506
|Potkæs|0506
|Potocka, Anna|0506
|Potocki|0506
|Potocki, Wacław|0506-0507
|Potomac|0507
|Potonié, Henry|0507
|Potosi (i Bolivia)|0507
|Potosi (se San Luis Potosi)|0507
|Potowatomi|0507
|Potpourri|0507-0508
|Pôtre, Le|0508
|Potschinki|0508
|Potsdam|0508
|Pott, August Friedrich|0508
|Pottecher, Maurice|0508
|Pottehvælving|0508
|Pottemager|0508
|Pottemageri|0508-0509
|Pottenkant|0509
|Potter, Beatrice|0509
|Potter, Frans de|0509
|Potter, Louis de|0509
|Potter, Paulus|0509-0510
|Potter, Pieter Symonsz|0510
|Potteries|0510
|Potteslagning|0510
|Pottia|0510
|Potts Pukkel|0510
|Pottstown|0510
|Pottsville|0510
|Potvin, Charles|0510
|Pouancé|0510
|Pouchetia|0510
|poudre|0510
|Poudrette|0510-0511
|Pougens, Joseph de|0511
|Poughkeepsie|0511
|Pougin, Arthur Paroisse|0511
|Pouillet, Claude Servais Mathias|0511
|Pouilly sur Loire|0511
|Poul|0511
|Poularde|0511
|Poule|0511
|Poullaouen|0511
|Poul Rytter|0511
|Poulsen, Adam|0511-0512
|Poulsen, Alfred Sveistrup|0512
|Poulsen, Carl Peter|0512
|Poulsen, Christian Emil|0512-0513
|Poulsen, Dorus Theus|0513
|Poulsen, Jakob Gotfred|0513-0514
|Poulsen, Johannes|0514
|Poulsen, Jonas Nicolai Johannes|0514
|Poulsen, Olaf Rye|0514-0515
|Poulsen, Poul Frederik Sigfred|0515-0516
|Poulsen, Svend|0516
|Poulsen, Valdemar|0516
|Poulsen, Viggo Albert|0516-0517
|Poulsson, Magnus|0517
|Poulsson, Poul Edvard|0517
|Poulton, Edward Bagnal|0517
|Poul Vendekaabe|0517
|Pound|0517
|Poupard, Ludovic|0517
|Poupart'ske Baand|0518
|Poupietter|0518
|Pouqueville, François Charles Hugues Laurent|0518
|Pourbus, Frans den Ældre|0518
|pour comptant|0518
|Pour le mérite|0518
|pourparler|0518
|Pourpoint|0518
|pour prendre congé|0518
|Pouso Alegre|0518
|pousse-café|0518
|poussere|0518
|Poussin, Nicolas og Gaspard|0518-0519
|Pouvillon, Émile|0519
|Pouyer-Quertier, Augustin Thomas|0519
|Pouzin, le|0519
|Povl|0519
|Povoa de Varzim|0519
|Powderly, Terence Vincent|0519-0520
|Powell, George William Henry|0520
|Powell, John Wesley|0520
|Powellit|0520
|Powers, Hiram og Preston|0520
|Poynter, Eduard John|0520
|Požarevac|0520
|Požega|0520
|Poznan|0520-0521
|Pozoblanco|0521
|Pozzo, Andrea|0521-0522
|Pozzo di Borgo, Carl Andreas|0522
|Pozzuoli|0522
|pp|0522
|P. P.|0522
|p. p. c.|0522
|pp., ppp.|0522
|P. R.|0522
|Prachatice|0522
|Practicum|0522
|Prades|0522
|Pradher, Louis Barthélemy|0522
|Pradier, James|0522-0523
|Pradier-Fodéré, Paul Louis Ernest|0523
|Pradilla, Francisco|0523
|Prado|0523
|Pradon, Nicolas|0523
|Pradschapati|0524
|Pradt, Dominique Dufour de|0524
|Prag|0524-0529
|Praga|0529
|Praga, Emilio|0529
|Praga, Marco|0529
|Pragelpas|0529
|Prag-Freden|0529-0530
|pragmatisk|0530
|pragmatisk Sanktion|0530
|Pragmatisme|0530
|Pragtbiller|0530
|Pragtdrosler|0530
|Pragtederfugl|0530
|Pragtstjerne|0530-0531
|Praguerie|0531
|Prah|0531
|Prahl|0531
|Prahl, Georg Carl Christian Wedel|0531
|Prahlada|0531
|Prahova|0531
|Praia|0531
|Prairial|0531
|Prairie|0531-0532
|Prairie du Chien|0532
|Prajapati|0532
|praje|0532
|Prakrit|0532-0533
|Praksinoskop|0533
|Praksis|0533
|Praktik|0533
|Praktika|0533
|praktikabel|0533
|Praktikant|0533
|praktisere|0533
|praktisk|0533
|Pralbønne|0533
|Praliné|0533
|Praltrille|0533
|Pram|0533
|Pram, Christen Henriksen|0533-0534
|prange|0534
|prange Sejl|0534
|Prangins|0534
|Prantl, Karl|0534
|Prasem|0534
|Praseodym|0534
|Praseoklorid|0534
|Praseolit|0534
|Prasiolaceæ|0534
|Praslin, Théobald Choiseul-|0534
|Pratensis, Hans Philipsen|0534-0535
|Prater|0535
|Prati, Giovanni|0535
|Pratiçakhya|0535
|Pratimoksha|0535
|Pratinas fra Flius|0535
|Pratincola|0535
|Prato in Toscana|0535
|Prato magno|0535
|Prato vecchio|0535
|Prats de Mollo|0535
|Pratyeka-Buddha|0535
|Pravaz, Charles-Gabriel|0535-0536
|Pravda russkaja|0536
|Pravista|0536
|Praxeas|0536
|Praxedis|0536
|Praxiteles|0536-0537
|Pražák, Alois|0537-0538
|Preanger Regentskaber|0538
|Préault, Antoine Auguste|0538
|Prebensen, Nikolaj Christian Grove|0538
|Prebischtor|0538
|Precarium|0538
|Prechtler, Otto|0538
|précieux, précieuse|0538
|precipitando|0538
|Preda, Ambruogio de|0539
|Predazzit|0539
|Predella|0539
|Predil-Pas|0539
|Preetz|0539
|Preetzmann, Caspara|0539
|Préférence|0539
|Prefisso|0539
|Pregel|0539
|Pregl, Fritz|0539
|Pregrattit|0539
|Prehnit|0539
|Preisler (tysk-dansk Kunstnerfamilie)|0539-0540
|Preisler, Joachim Daniel|0540-0541
|Preissova, Gabriela|0541
|Preiswerk, Theophil|0541
|Prekarium|0541
|prekær|0541
|Prekærhandel|0541
|Prel, C.|0541
|Prelbom|0541
|Prell, Hermann Heinrich|0541
|Preller, Joh. Friedrich og Friedrich|0541
|Preller, Ludwig|0541-0542
|Première|0542
|Premierløjtnant|0542
|Premierminister|0542
|Premiervertikalen|0542
|Prem Sagar|0542
|Prent|0542
|Prenzlau|0542
|Preobrashenskoje|0542
|Preradović, Petar|0542
|Přerov|0542
|Pré Saint Gervais|0542
|Presba|0542
|Presber, Hermann Otto Rudolf|0542
|Presbyofreni|0542
|Presbyopi|0542-0543
|Presbytere|0543
|Presbyterialforfatning|0543
|Presbyterianere|0543
|Presbyterium|0543
|Prescott (By i England)|0543
|Prescott (Byer i Canada og U. S. A.|0543
|Prescott, William Hickling|0543
|Presenning|0543
|Presepio|0543
|Preseren, Frants|0543
|Presfoder|0543-0544
|Presgas|0544
|Presidios|0544
|Presning|0544
|Prespa|0544
|pressant|0544
|Pressburg|0544-0545
|Presse (Apparat der udøver et Tryk)|0545-0547
|Presse (ved Bogtryk)|0547
|Presse (Søv.)|0547
|Presseforeninger|0547
|Presseforseelser og -forbrydelser|0547-0548
|Pressefrihed|0548
|Pressegær|0548
|Presselove|0548
|Pressensé, Edmont Marcellin Déhault de|0548
|Pressepap|0548
|Presserevision|0548
|Pressesvamp|0548-0549
|presset Glas|0549
|Pressetørv|0549
|Pression|0549
|Pressler, Max Robert|0549
|Prest|0549
|Prestebakke|0549
|Presteigne|0549
|Prestel, Johann Gottlieb|0549
|Prestige|0549
|presto|0549
|Preston|0549
|Preston, Georgius|0549
|Prestonpans|0549-0550
|Prestwich|0550
|Preta|0550
|Pretention|0550
|Preti, Mattia|0550
|Pretiosa|0550
|pretium|0550
|Pretoria|0550
|Preus, Adolf Carl og Herman Amberg|0550
|Preuschen, Hermine v. Schmidt|0550-0551
|Preussen|0551
|Preussen (Alm. Beskrivelse)|0551-0554
|Preussen (Befolkningsforhold)|0554-0555
|Preussen (Statsforfatning og -forvaltning)|0555-0556
|Preussen (Finansvæsen)|0557
|Preussen (Historie)|0557-0565
|Preussische Jahrbücher|0565
|Preussiskblaat|0565
|preussiske Landret|0565-0566
|Preussiskrødt|0566
|Preussisk Union|0566
|Prevesa|0566
|Previati, Gaetano|0566
|Previtali, Andrea|0566
|Prévost, Marcel|0566-0567
|Prévost d'Exiles, Antoine François|0567
|Prévost-Paradol, Lucien Anatole|0567
|Prévôt|0567-0568
|Preyer, Gottfried|0568
|Preyer, Johann Wilhelm|0568
|Preyer, Thierry William|0568
|Priamos|0568
|Priapeia|0568
|priapeisk Vers|0568
|Priapisme|0568
|Priapos|0568-0569
|Přibram|0569
|Pribylov-Øerne|0569
|Price|0569-0570
|Price, Bonamy|0570
|Prieger, Erich|0570
|Priego de Córdoba|0571
|Priene|0571
|Prierias, Sylvester|0571
|Prieska|0571
|Priessnitz, Vincenz|0571
|Priestley, Joseph|0571-0572
|Prieur, Barthélemy|0572
|Prieur, Duvernois|0572
|Prieur fra Marne|0572
|Prijedor|0572
|Prik|0572
|Priklav|0572
|Prikling|0572
|Prilip|0572
|Priluki|0572
|Prim (Toner)|0572
|Prim|0573
|Prim (Valle)|0573
|Prim, Juan|0573
|prima|0573
|prima (i Malerkunst)|0573
|Primadonna|0573
|Primas|0573
|Primat|0573
|Primater|0573-0574
|Primaticcio, Francesco|0574
|Primaveksel|0574
|prima vista|0574
|prima volta|0574
|Primfaktorer|0574
|primidi|0574
|Primigenia|0574
|primipara|0574
|primisk|0574
|primitiv|0574
|primo|0574
|Primogenitur|0574
|Primordialblad|0574
|Primordialcelle|0574
|Primordialsilur|0574
|Primordialzone|0574
|Primorskaja Oblastj|0574
|Primost|0574
|Primrose|0574
|Primrose-league|0574-0575
|Primsignatur|0575
|Primsigning|0575
|Primskud|0575
|Primstav|0575
|Primtal|0575
|Primula|0575-0577
|Primula (se Hofmann's Violet)|0577
|Primulaceæ|0577
|Primulales|0577
|Primulaordenen|0577
|Primulin|0577
|Primulintryk|0577
|primum mobile|0577
|primus|0577
|primus Inter pares|0577
|primus pilus|0577
|Primvælling|0577
|primær|0577
